98,5828,start
129,5828,start
34,5828,start
66,5828,start
1,5828,start
96,5828,start
136,5828,start
33,5828,start
65,5828,start
97,5828,start
145,5828,start
32,5828,start
72,5828,start
2,5828,start
99,5828,start
130,5828,start
35,5828,start
82,5828,start
3,5828,start
105,5828,start
138,5828,start
45,5828,start
67,5828,start
7,5828,start
106,5828,start
144,5828,start
39,5828,start
74,5828,start
9,5828,start
103,5828,start
131,5828,start
40,5828,start
64,5828,start
6,5828,start
104,5828,start
137,5828,start
38,5828,start
71,5828,start
16,5828,start
114,5828,start
134,5828,start
49,5828,start
73,5828,start
11,5828,start
112,5828,start
128,5828,start
37,5828,start
81,5828,start
8,5828,start
107,5828,start
153,5828,start
42,5828,start
76,5828,start
10,5828,start
113,5828,start
146,5828,start
44,5828,start
70,5828,start
17,5828,start
121,5828,start
135,5828,start
43,5828,start
75,5828,start
18,5828,start
122,5828,start
132,5828,start
48,5828,start
68,5828,start
12,5828,start
101,5828,start
147,5828,start
51,5828,start
90,5828,start
5,5828,start
115,5828,start
133,5828,start
57,5828,start
69,5828,start
19,5828,start
108,5828,start
142,5828,start
46,5828,start
83,5828,start
25,5828,start
100,5828,start
141,5828,start
60,5828,start
80,5828,start
28,5828,start
102,5828,start
154,5828,start
41,5828,start
77,5828,start
4,5828,start
109,5828,start
139,5828,start
47,5828,start
78,5828,start
14,5828,start
110,5828,start
157,5828,start
36,5828,start
89,5828,start
13,5828,start
111,5828,start
140,5828,start
50,5828,start
94,5828,start
20,5828,start
124,5828,start
150,5828,start
61,5828,start
79,5828,start
22,5828,start
126,5828,start
152,5828,start
52,5828,start
93,5828,start
26,5828,start
120,5828,start
143,5828,start
58,5828,start
91,5828,start
15,5828,start
123,5828,start
149,5828,start
54,5828,start
92,5828,start
30,5828,start
117,5828,start
158,5828,start
59,5828,start
86,5828,start
29,5828,start
118,5828,start
156,5828,start
56,5828,start
95,5828,start
27,5828,start
125,5828,start
155,5828,start
62,5828,start
88,5828,start
21,5828,start
127,5828,start
148,5828,start
53,5828,start
84,5828,start
31,5828,start
116,5828,start
159,5828,start
63,5828,start
87,5828,start
24,5828,start
119,5828,start
151,5828,start
55,5828,start
85,5828,start
23,5828,start
3,5829,end
6,5829,end
1,5829,end
2,5829,end
8,5829,end
9,5829,end
7,5829,end
4,5829,end
10,5829,end
5,5829,end
22,5829,end
21,5829,end
11,5829,end
16,5829,end
14,5829,end
13,5829,end
15,5829,end
12,5829,end
18,5829,end
17,5829,end
19,5829,end
20,5829,end
26,5829,end
29,5829,end
23,5829,end
28,5829,end
30,5829,end
25,5829,end
27,5829,end
24,5829,end
31,5829,end
163,5829,start
162,5829,start
160,5829,start
167,5829,start
166,5829,start
164,5829,start
161,5829,start
168,5829,start
169,5829,start
171,5829,start
170,5829,start
165,5829,start
172,5829,start
181,5829,start
183,5829,start
186,5829,start
173,5829,start
176,5829,start
180,5829,start
177,5829,start
174,5829,start
184,5829,start
178,5829,start
175,5829,start
182,5829,start
179,5829,start
185,5829,start
191,5829,start
190,5829,start
189,5829,start
187,5829,start
188,5829,start
32,5830,end
33,5830,end
36,5830,end
42,5830,end
40,5830,end
34,5830,end
39,5830,end
41,5830,end
38,5830,end
37,5830,end
47,5830,end
48,5830,end
46,5830,end
