134,175,start
142,175,start
150,175,start
128,175,start
97,175,start
99,175,start
158,175,start
133,175,start
101,175,start
148,175,start
130,175,start
119,175,start
141,175,start
138,175,start
100,175,start
146,175,start
154,175,start
152,175,start
143,175,start
156,175,start
149,175,start
117,175,start
123,175,start
151,175,start
155,175,start
159,175,start
136,175,start
131,175,start
118,175,start
65,175,start
67,175,start
135,175,start
116,175,start
120,175,start
98,175,start
139,175,start
147,175,start
157,175,start
144,175,start
125,175,start
129,175,start
127,175,start
137,175,start
132,175,start
124,175,start
145,175,start
102,175,start
140,175,start
153,175,start
106,175,start
108,175,start
69,175,start
87,175,start
126,175,start
105,175,start
103,175,start
96,175,start
114,175,start
109,175,start
110,175,start
104,175,start
107,175,start
113,175,start
111,175,start
121,175,start
122,175,start
112,175,start
115,175,start
68,175,start
85,175,start
91,175,start
66,175,start
84,175,start
88,175,start
70,175,start
93,175,start
95,175,start
92,175,start
94,175,start
86,175,start
36,175,start
76,175,start
78,175,start
73,175,start
71,175,start
64,175,start
74,175,start
46,175,start
77,175,start
75,175,start
72,175,start
82,175,start
81,175,start
79,175,start
89,175,start
90,175,start
80,175,start
83,175,start
52,175,start
54,175,start
56,175,start
58,175,start
62,175,start
37,175,start
60,175,start
47,175,start
33,175,start
34,175,start
40,175,start
53,175,start
32,175,start
38,175,start
42,175,start
44,175,start
43,175,start
61,175,start
50,175,start
48,175,start
63,175,start
45,175,start
55,175,start
41,175,start
35,175,start
49,175,start
39,175,start
57,175,start
51,175,start
59,175,start
14,175,start
4,175,start
1,175,start
22,175,start
20,175,start
5,175,start
26,175,start
24,175,start
21,175,start
28,175,start
30,175,start
23,175,start
2,175,start
3,175,start
29,175,start
6,175,start
8,175,start
10,175,start
18,175,start
9,175,start
27,175,start
12,175,start
31,175,start
13,175,start
7,175,start
16,175,start
11,175,start
17,175,start
15,175,start
25,175,start
19,175,start
46,175,first loop end
144,175,first loop end
54,175,first loop end
84,175,first loop end
52,175,first loop end
76,175,first loop end
109,175,first loop end
56,175,first loop end
85,175,first loop end
111,175,first loop end
58,175,first loop end
60,175,first loop end
62,175,first loop end
121,175,first loop end
157,175,first loop end
113,175,first loop end
92,175,first loop end
140,175,first loop end
148,175,first loop end
44,175,first loop end
115,175,first loop end
114,175,first loop end
14,175,first loop end
93,175,first loop end
119,175,first loop end
146,175,first loop end
22,175,first loop end
88,175,first loop end
26,175,first loop end
116,175,first loop end
154,175,first loop end
36,175,first loop end
147,175,first loop end
55,175,first loop end
145,175,first loop end
48,175,first loop end
107,175,first loop end
142,175,first loop end
47,175,first loop end
77,175,first loop end
108,175,first loop end
143,175,first loop end
91,175,first loop end
112,175,first loop end
53,175,first loop end
69,175,first loop end
141,175,first loop end
110,175,first loop end
153,175,first loop end
50,175,first loop end
118,175,first loop end
127,175,first loop end
130,175,first loop end
117,175,first loop end
156,175,first loop end
155,175,first loop end
125,175,first loop end
24,175,first loop end
135,175,first loop end
96,175,first loop end
123,175,first loop end
89,175,first loop end
